Job Title,Company,Location,Experience,Salary,Job Description,Skills,Job_Role
Senior Core AI Engineer,Calix,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"Computer science, C++, GIT, Linux, System integration, Machine learning, Open source, Monitoring",AI_Engineer
Mobile Developer,First Meridian Business Services,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"React Native, Kotlin, Android Application Development, Mobile Development, Mobile Application Development, Mobile applications, React.js, Application development",Mobile App Developer
Automation Test Engineer (Selenium + Java),Neostats Analytics Solutions,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"Java, Selenium, Api Automation, Software testing, API, Automation, Automation testing",Java Developer
DE&A - Core - Cloud Data Engineering - AWS Data Engineering,Zensar,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"Performance tuning, Cloud computing, Data modeling, data security, Analytical, Schema, Data quality, Stored procedures",Data Engineer
Azure Data Engineer - SQL / Python,Forward Eye Technologies,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"Azure Data Analytics, DevOps, Data Engineering, Data Warehousing, Spark, ETL, Data Integration, Python",Data Engineer
Data Engineer - SQL/PySpark,Forward Eye Technologies,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"PySpark, Business Intelligence, Hive, Data Engineering, Data Pipeline, Azure Databricks, Snowflake DB, Spark",Data Engineer
Senior Data Engineer,azira.com,Chennai,3-5 Yrs,3125000,Designation AI ML LeadExperience 3 to 5 YearsFunction AI & Data Science Enterprise Deli...,"Data Engineering, Airflow, Hadoop, Apache, Apache NiFi, Redshift, Apache Spark, Spark",Data Engineer
Artificial intelligence Developer-Yrainee,Kalyx India,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","python, Data Preprocessing, Artificial Intelligence, Python Developer, AI/ML Fresher, AL, Python Programming, Machine Learning",AI_Engineer
AI Engineer Job,Yash Technologies,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Prototype, Linux, Infrastructure management, Cloud, Manager Technology, Programming, AWS, Monitoring",AI_Engineer
Senior Data Analyst,Nirvana Insurance,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Health insurance, Data analysis, Manager Quality Assurance, Data modeling, Underwriting, Equity, Data quality, Risk management",Data Analyst
US IT Recruiter,Saisystems Technology,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Dice, IT Recruitment, Recruitment, US recruitment, US IT recruitment",UI/UX Engineer
Senior Data Engineer,ThoughtFocus,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Pyspark, SQL Server, Data Bricks, Python, Bricks, Data, Data Engineering, Senior",Data Engineer
US Technical Recruiter,Jade Business Services (JBS),Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","US IT Recruitment, Us Technical Hiring, US Recruitment, Recruitment, Technical, Technical recruitment, IT recruitment, Technical Hiring",Technical Support_Engineer
Data analyst,BP INCORPORATE INTERNATIONAL.,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Data analysis, Manager Quality Assurance, Data management, Business analysis, Consulting, Manager Quality Control, Data mining, Continuous improvement",Data Analyst
Azure - Lead Data Engineer,HTC Global Services,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Azure Databricks, ETL, Python, Azure Data Factory, Data, Microsoft Azure",Data Engineer
Aws Solution Architect For Seawoods Navi Mumbai WFO,Leading service based organisation,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Data Architecture, AWS, Data Science, ETL, Data Analytics, Machine Learning, SQL, Python",Cloud Engineer
Senior Technical Program Manager,Digitalxnode,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Computer science, PMP, Project management, Machine learning, Technical leadership, Agile, Scrum, Risk management",Technical Support_Engineer
Data Engineer,Andor Tech,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","power bi, Bi, Data Engineering, Data",Data Engineer
AIML Engineer,Excelacom Technologies,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","langchain, Natural Language Processing, RAG, llm, Machine Learning, Aws Sagemaker, Chatbots, AWS",AI_Engineer
Senior Full Stack,Talent Aspire,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Full Stack, TypeScript, Docker, PostgreSQL, JavaScript, Node JS, OpenAPI, AWS",Web Developer
Senior Data Engineer 1,ModMed Technologies India Private Limited,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","tableau, Cloud Services, Infrastructure design, Manager Technology, Healthcare, Business intelligence, Data warehousing, SQL",Data Engineer
Senior Data Engineer (Snowflake & DBT),Ntrix Innovations,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Performance tuning, Version control, GIT, Data modeling, Workflow, Data quality, Business intelligence, Analytics",Data Engineer
"Manager, Software Engineering",Blackline,Chennai,1-5 Yrs,null,"For our healthcare ML AL, we are looking for a fresher with python to work into our AL ...","Automation, Data modeling, Database design, Project management, MySQL, Agile, Stored procedures, Business intelligence",Software Engineer
Senior Analyst- Data Science,Topcentile School,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Data Science, Predictive Modeling, R, Artificial Intelligence, Natural Language Processing, Machine Learning Algorithms, Python, SQL",Data Analyst
Data Engineer,NOVARTIS,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Computer science, Analytical, Artificial Intelligence, Machine learning, Agile, Unit testing, Analytics, Secondary research",Data Engineer
Senior or Staff MLOps Engineer,TRM Labs,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Law enforcement, Machine learning, Data processing, Workflow, Continuous improvement, Apache, Operations, Monitoring",AI_Engineer
DE&A - AIML - Deep Learning (Other),Zensar,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Computer science, Front end, Web development, Debugging, Machine learning, Javascript, HTML, Analytics",AI_Engineer
Manager - Data Engineering,Isocrates,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Manager Quality Assurance, Postgresql, MySQL, Consulting, Machine learning, Data quality, Business intelligence, Analytics",Data Engineer
AI Architect,Mobinius Technologies,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Computer vision, Automation, Project management, Machine learning, Application development, Distribution system, Analytics, Monitoring",AI_Engineer
"Staff Engineer - Scala Backend, One DSPM",NetSkope Software,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Backend, Front end, cloud security, data security, Web development, SCALA, Agile, HTML",Backend Developer
Lead AWS Data Engg- (Health Domain),Cloudwick Technologies,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Pyspark, HL7, Fhir, EMR, AWS, Etl Pipelines, ECR, ETL",Cloud Engineer
Sr. Devops Engineer/AI Ml Engineer,Leading Client,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Devops, continuous integration, python, natural language processing, microsoft azure, machine learning, artificial intelligence, docker",AI_Engineer
Data Scientist_Bangalore,Clarice Technologie,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Automation, Data analysis, Manager Quality Assurance, NoSQL, Data management, Machine learning, MongoDB, Selenium",Data Scientist
AI Engineer,Automation Anywhere,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Process automation, Automation, GIT, GCP, Cloud Services, Machine learning, Customer service, Troubleshooting",AI_Engineer
Data Lake & AI Architect,Acenet,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Supply chain, Automation, Active directory, Healthcare, Business strategy, Fund raising, Analytics, Financial services",AI_Engineer
AI Solutions Engineer,Automation Anywhere,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Process automation, Automation, GIT, GCP, Cloud Services, Machine learning, Customer service, Troubleshooting",AI_Engineer
"AI Solutions Architect , Professional Services",Automation Anywhere,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Solution architecture, Process automation, Architecture, Enterprise applications, Machine learning, Customer service, Analytics, Monitoring",AI_Engineer
Data Scientist_Bangalore,Ewave,Chennai,3-6 Yrs,1750000,"Required Skills and Qualifications: . Full time Degree in Mathematics, Statistics, Comp...","Automation, Data analysis, NoSQL, Data management, cassandra, Machine learning, MongoDB, Selenium",Data Scientist
Technical Writer - Media Specialist,Siemens,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"PLM, Automation, Version control, GIT, Simulation, Product life cycle management, Agile, Siemens",Technical Support_Engineer
Associate Data Science,Capillary Technologies,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Business improvement, tableau, data science, Machine learning, Data structures, data visualization, SQL, Python",Data Scientist
"Data Engineer -(Hadoop + ETL, Python + Pyspark, Java+ Pyspark)",Massivue,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Pyspark, Data Engineering, Hadoop, ETL, Python, Java, Engineering, Data",Data Engineer
Frontend Developer,Merck Sharp & Dohme (MSD),Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Computer science, Health insurance, Backend, Coding, Analytical, Javascript, Agile, HTML",Frontend Developer
Senior software Engineer-Data Science/BI Engineer,Cyara,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Data validation, Talent acquisition, data security, Data modeling, Analytical, Analytics, Monitoring, SQL",Data Scientist
Associate Lead - Data Engineering,Yodlee,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"data science, Data modeling, data governance, power bi, Data quality, Data analytics, data visualization, microsoft",Data Engineer
"Snr. Specialist, Supply Chain Data & Analytics",Sandoz,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Supply chain, Business process, Business services, SAP, Performance management, Pharma, Analytical, Healthcare",AI_Engineer
"Lead ML Infra Engineer, ML Infra & Data",Upwork,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"SAN, Sales, Machine learning, Infrastructure, Equity, Deployment, Medical insurance, Distribution system",AI_Engineer
"Data Engineer II, Amazon Last Mile",Amazon,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Performance tuning, Data analysis, data engineer ii, Data modeling, Analytical, SCALA, System analysis, Data warehousing",Data Engineer
Senior Software Engineer - Data Platform,Level Ai,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Performance tuning, orchestration, Data modeling, Apache, Customer engagement, Analytics, SQL, Python",Software Engineer
Senior Software Engineer - Data Platform,Level Ai,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Performance tuning, orchestration, Data modeling, Apache, Customer engagement, Analytics, SQL, Python",Software Engineer
Delivery Solutions Lead - GenAI/AI Applications,Sandoz,Pune,1-4 Yrs,null,Were seeking a dynamic and seasoned Technical Writer to join our technology and in...,"Product management, Data analysis, Manager Quality Assurance, Data management, Consulting, Agile, Risk management, JIRA",AI_Engineer
Artificial Intelligence Developer,Sutherland,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Tensorflow, Pytorch, Artificial Intelligence, Natural Language Processing, Computer Vision, Gan, Chatbot, gpt",AI_Engineer
"Senior Analyst, Business Analytics",Colgate-Palmolive (India),Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Analytical skills, Data analysis, Nutrition, Project management, Business analytics, Artificial Intelligence, Machine learning, Natural language processing",Data Analyst
"Associate Manager, Data Engineer",Merck Sharp & Dohme (MSD),Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","CVS, Data modeling, Database administration, Agile, Data structures, Healthcare, Business intelligence, Information technology",Data Engineer
Data Engineer-Data Integration,IBM,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","ab initio, performance tuning, data modeling, troubleshooting, etl, hive, python, data analysis",Data Engineer
Data Engineer- Data Integration,IBM,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","ab initio, performance tuning, data modeling, troubleshooting, etl, hive, python, data analysis",Data Engineer
Member of Technical Staff LLM/AI - MTS,athenahealth,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Unix, Computer science, Automation, Linux, Coding, Javascript, Healthcare, US healthcare",Technical Support_Engineer
Senior MLOps Engineer,Multinational Product based AI/ML Company,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","MLOps, Azure Cloud, CI, Deployment, Python, Microsoft Azure, Cloud, Continuous Integration",AI_Engineer
Data Engineer,Vserv Infosystems,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Snowflake, Data Engineer, AWS, Pyspark, Data Pipeline, Python, Pipeline, Data Engineering",Data Engineer
"Manager, Data Engineer",Merck Sharp & Dohme (MSD),Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","CVS, Data modeling, Database administration, Agile, Data structures, Healthcare, Business intelligence, Information technology",Data Engineer
Senior Data Engineer - AWS,Srijan,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Automation, Data management, Analytical, Healthcare, Data quality, Apache, Counselling, SQL",Data Engineer
Senior AI Engineer,Encora,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Computer vision, Product engineering, Cloud Services, Machine learning, Quality engineering, Manager Technology, Data analytics, SDK",AI_Engineer
Business Email,Cloudsufi,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","SAN, Automation, metadata, Product engineering, Analytical, Machine learning, Data processing, Analytics",AI_Engineer
Senior Software Engineer,SmartStream,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Java, C++, Linux, Windows, SQL, Microsoft Windows, Software, Senior",Software Engineer
ML Ops engineer,Virtusa,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Azure, Python, continuous integration, microsoft azure, access management, disaster recovery, machine learning, computation",AI_Engineer
Data Engineer,Virtusa,Hyderabad,3-8 Yrs,2750000,"Education : Bachelors or master s degree in computer science, Machine Learning, AIExper...","Data Engineering, Azure Data Factory, Data Quality, GCP Dataflow, Data Infrastructure, Schema Design, AWS Glue, Data Security",Data Engineer
AI / ML Engineer - ChipLogic,Chiplogic Semiconductor Services,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"C++, Interpersonal skills, management, Artificial Intelligence, Machine learning, Data structures, Internship, Python",AI_Engineer
Engineer - Backend (Java),Paypal,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Unix, Automation, Web services, Db2, RDBMS, MySQL, Performance testing, Agile",Java Developer
Delivery Manager-AI Solutions,Expedite Solutions,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"C++, Backend, Adhesives, MIS, Project management, Packaging, Wellness, Information technology",AI_Engineer
Senior data engineer,Dhurin,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Computer science, Diagnostics, SQL database, Database design, GCP, Manager Technology, Data quality, Data mining",Data Engineer
Assoc.Dir.DDIT US&I MLOPS Architect,NOVARTIS,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Business process, System architecture, Data management, Infrastructure management, Debugging, Consulting, Machine learning, Agile",AI_Engineer
Data Science Solution Architect,Tredence,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Data Science, Architect, Gen AI, Solution, Gen, Artificial Intelligence, Architecture, Science",Data Scientist
Senior Data Engineer,Equal Experts,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Automation, GCP, TDD, Data modeling, Agile, Data processing, Business intelligence, Analytics",Data Engineer
Senior Staff Software Engineer,Ping Identity,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"css, git, production, web technologies, html, application development, Application, Senior",Software Engineer
Senior Software Engineer - Data Engineer,Nityo Infotech,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"metadata, Linux, Postgresql, Workflow management, Data structures, Windows, Data warehousing, Unix shell scripting",Data Engineer
Senior Technical Manager - Solutions Architect,Nure Futuretech,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"data services, Quality standards, SQL database, Data management, Analytical, Project management, Project delivery, Continuous improvement",Technical Support_Engineer
Data Science Manager,Antworks,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Computer vision, Automation, Product engineering, GCP, Data modeling, Machine learning, Data structures, Data quality",Data Scientist
"Senior Data Engineer, Digital Services",Ninja Van,Ahmedabad,3-8 Yrs,700000,Minimum 3 years as a Validation Associate is required. Data validation test script crea...,"Networking, Postgresql, MySQL, HTTP, Selenium, Apache, Distribution system, SQL",Data Engineer
Sr Supply Chain Analytics Analyst,Nalco Water,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Procurement, Automation, SAP, Data modeling, Database design, Business intelligence, Technical support, Analytics",Data Analyst
Senior It Technical Recruiter,One of the leading Executive Search Firms,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","RPO, IT Recruitment, Technical Recruitment, Recruitment Consulting, Senior, Recruitment, Technical, Consulting",Technical Support_Engineer
Urgent Opening For Data Engineer,INTELLI SEARCH,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","data partitioning, ETL, Workflow Orchestration, Apache Spark, SQL, Pyspark, Docker, Bfsi",Data Engineer
Senior Technical Recruiter,Sparkcognition,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Backend, Operational excellence, Strategic partnerships, devops, Machine learning, Genetics, HR, Growth strategy",Technical Support_Engineer
Sr . AI / ML Engineer,Msbc Group,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Sr. AI/ML Engineer, Artificial Intelligence, Ml, SR",AI_Engineer
"Sr. Specialist DDIT OPS Data, Analytics, DS&AI",Sandoz,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Product management, Supply chain, Data analysis, Data management, Project management, Agile, Healthcare, Risk management",AI_Engineer
Data Science Lead,Impact Analytics,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Computer science, Statistical analysis, Data management, Machine learning, Data processing, Data mining, Business applications, Forecasting",Data Scientist
"Engineer III, Software Quality Assurance",Thermo Fisher Scientific,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Test Automation, continuous integration, load runner, python, analytical testing, github, oracle, software testing",Software Engineer
MLOPS Professional,Conneqt Digital,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","github, GIT, orchestration, Machine learning, Data structures, Apache, Analytics, Monitoring",AI_Engineer
Senior Staff Data Engineer,Oportun,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Computer science, Version control, GIT, Data processing, Data quality, cxo, Analytics, Monitoring",Data Engineer
Java Full Stack Senior Engineer,Evoluteiq,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Computer science, Hibernate, Front end, Coding, MySQL, Data processing, SDK, Liferay",Web Developer
Senior/Lead Data Engineer - AWS Glue,Srijan,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Automation, Data management, Analytical, Healthcare, Data quality, Information technology, Counselling, SQL",Data Engineer
Senior Data Engineer,Premier International,Pune,2-5 Yrs,null,"Bachelor s degree in computer science, Information Systems, or a related fieldThe ideal...","Data migration, Version control, Business transformation, Analytical, Javascript, Genetics, Apache, Risk management",Data Engineer
Senior/Lead Data Engineer - AWS Glue,Srijan- A Material+ Company,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Automation, Data management, Analytical, Healthcare, Data quality, Information technology, Counselling, SQL",Data Engineer
Senior Data Engineer,Balbix,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Product management, Computer science, Backend, Web technologies, SQL database, Scalability, Architectural design, Programming",Data Engineer
IT&D Senior Data Engineer,Reckitt,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","System architecture, SOA, Powershell, Business analytics, MySQL, Active directory, Oracle, Information technology",Data Engineer
Senior Software Programmer,Bizviz Technologies,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition",Software Engineer
Senior Big Data Engineer,Bizviz Technologies,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition",Data Engineer
Azure Databricks Engineer,Pradeepit Consulting Services,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","SQL queries, Architecture, Cloud, Data processing, Data quality, Management, Troubleshooting, Monitoring",Cloud Engineer
Python Developer,Calsoft,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Python Programming, RESTful API, object-oriented programming, CSS, development, Azure, PostgreSQL, APIs",Python Developer
Senior Data Engineer,Incresco Technology Solutions,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","MySQL, Machine learning, Cloud, Data collection, Infrastructure, Data quality, data integrity, Ruby",Data Engineer
"Senior data engineer - Python, pyspark, AWS - 5+ years Gurgaon",One of the largest insurance providers.,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Data Engineering, Aws Cloud, Data Pipeline, Python, Data Ingestion, Pyspark, Data Extraction, Data Lake",Data Engineer
Senior Data Engineer,Zessta Software Services,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Usage, Software services, Senior, Software, Data, Data Engineering",Data Engineer
Senior Software Programmer,Bizviz Technologies,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition",Software Engineer
Senior Big Data Engineer,Bizviz Technologies,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","ERP, MS SQL, Data analysis, NoSQL, cassandra, MySQL, Scrum, Pattern recognition",Data Engineer
Data Engineering Manager,NOVARTIS,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Procurement, Supply chain, Computer science, Postgresql, MySQL, Engineering Manager, Data quality, Oracle",Data Engineer
Staff Software Engineer (AI/ML),Oportun,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Computer science, Version control, orchestration, GIT, Project management, Machine learning, Infrastructure, Data quality",Software Engineer
Senior Data Engineer,Uniphore Software Systems,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Architect, Automation, MySQL, Shell scripting, Data structures, Workflow, Business intelligence, SDLC",Data Engineer
Senior Data Engineer,Intelex Technologies Ulc,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Condition monitoring, Automation, GCP, MySQL, Healthcare, Product design, Open source, Analytics",Data Engineer
Sr . Data Engineer,Drupal India,Gurugram,4-8 Yrs,null,"Experience with other AWS data services such as Redshift, S3, and AthenaExperience with...","Sr. Data Engineer, SR, Data, Data Engineering",Data Engineer
Data Engineer,NOVARTIS,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","data services, Agile, Programming, Data processing, Data quality, Stakeholder management, Statistics, Python",Data Engineer
Backend Engineer,Sundial,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","Backend, Front end, data science, Networking, data security, Data modeling, Data analytics, Open source",Backend Developer
Staff Data Engineer,Balbix,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","Product management, Computer science, Backend, Front end, Agile, Data structures, MongoDB, Distribution system",Data Engineer
Data Engineer (AWS + Python Developer),Neal Analytics,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","Analytical skills, Focus, AWS, Python, Analytical, Data Engineering, Development, Analytical Skill",Data Engineer
Senior Data Engineer,Turing,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","Root cause analysis, Nutrition, Javascript, data integrity, big data, Ruby, Analytics, SQL",Data Engineer
"Senior Manager, Data Science",Oportun,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","Intellectual property, Project planning, Budgeting, Risk management, Portfolio management, Financial services, Monitoring, SQL",Data Scientist
Senior Data Engineer,Krtrimaiq Ai Solutions,Hyderabad,2-5 Yrs,null,"Bachelor s degree in computer science or other quantitative field (Mathematics, Statist...","data cleansing, data security, GCP, data governance, Data processing, Data quality, Data analytics, Continuous improvement",Data Engineer
